Transcript_10,gi|253314531|ref|NM_028052.4|,Transcript_10,NM_028052.4,100.000,2550,0,0,1,2550,2,2551,0.0,4599
Transcript_10,gi|26347064|dbj|AK078223.1|,Transcript_10,AK078223.1,99.921,2540,2,0,1,2540,3,2542,0.0,4572
Transcript_10,gi|20071497|gb|BC026512.1|,Transcript_10,BC026512.1,100.000,2415,0,0,53,2467,1,2415,0.0,4356
Transcript_10,gi|12836842|dbj|AK005132.1|,Transcript_10,AK005132.1,100.000,2384,0,0,79,2462,1,2384,0.0,4300
Transcript_10,gi|253314533|ref|NM_001163032.1|,Transcript_10,NM_001163032.1,100.000,2263,0,0,288,2550,395,2657,0.0,4082
Transcript_10,gi|26340401|dbj|AK049661.1|,Transcript_10,AK049661.1,99.911,2253,2,0,288,2540,241,2493,0.0,4055
Transcript_10,gi|26328260|dbj|AK032442.1|,Transcript_10,AK032442.1,100.000,2148,0,0,288,2435,297,2444,0.0,3874
Transcript_10,gi|31194017|gb|AC132330.5|,Transcript_10,AC132330.5,100.000,1747,0,0,804,2550,140427,142173,0.0,3151
Transcript_10,gi|31194017|gb|AC132330.5|,Transcript_10,AC132330.5,100.000,205,0,0,409,613,89617,89821,9.37e-100,370
Transcript_10,gi|31194017|gb|AC132330.5|,Transcript_10,AC132330.5,100.000,194,0,0,613,806,135274,135467,8.77e-94,351
Transcript_10,gi|31194017|gb|AC132330.5|,Transcript_10,AC132330.5,100.000,127,0,0,288,414,20211,20337,2.07e-57,230
Transcript_10,gi|26091063|dbj|AK045705.1|,Transcript_10,AK045705.1,100.000,519,0,0,288,806,283,801,0.0,937
Transcript_10,gi|26329606|dbj|AK033999.1|,Transcript_10,AK033999.1,100.000,326,0,0,288,613,369,694,1.93e-165,589
Transcript_10,gi|83699505|gb|AC161760.4|,Transcript_10,AC161760.4,100.000,224,0,0,1,224,178141,177918,4.54e-110,405
Transcript_10,gi|83699505|gb|AC161760.4|,Transcript_10,AC161760.4,100.000,68,0,0,221,288,177783,177716,2.21e-25,123
Transcript_10,gi|82568879|gb|AC166106.3|,Transcript_10,AC166106.3,100.000,224,0,0,1,224,170449,170672,4.54e-110,405
Transcript_10,gi|82568879|gb|AC166106.3|,Transcript_10,AC166106.3,100.000,68,0,0,221,288,170807,170874,2.21e-25,123
Transcript_10,gi|354787750|gb|JN952251.1|,Transcript_10,JN952251.1,100.000,205,0,0,409,613,22556,22760,9.37e-100,370
Transcript_10,gi|77020662|gb|AC168064.3|,Transcript_10,AC168064.3,100.000,205,0,0,409,613,29764,29560,9.37e-100,370
Transcript_10,gi|77020662|gb|AC168064.3|,Transcript_10,AC168064.3,100.000,127,0,0,288,414,99170,99044,2.07e-57,230
Transcript_10,gi|166235164|ref|NM_009305.2|,Transcript_10,NM_009305.2,69.795,682,188,9,201,873,128,800,1.59e-71,277
Transcript_10,gi|15928722|gb|BC014823.1|,Transcript_10,BC014823.1,69.809,679,187,9,204,873,1,670,1.59e-71,277
Transcript_10,gi|30802162|gb|BC052354.1|,Transcript_10,BC052354.1,69.795,682,188,9,201,873,22,694,1.59e-71,277
Transcript_10,gi|26335882|dbj|AK043756.1|,Transcript_10,AK043756.1,69.795,682,188,9,201,873,25,697,1.59e-71,277
Transcript_10,gi|26105832|dbj|AK090259.1|,Transcript_10,AK090259.1,69.693,683,188,9,201,873,25,698,5.54e-71,275
Transcript_10,gi|133777949|gb|BC115645.1|,Transcript_10,BC115645.1,70.476,630,168,9,253,873,32,652,1.93e-70,273
Transcript_10,gi|133777707|gb|BC115644.1|,Transcript_10,BC115644.1,70.476,630,168,9,253,873,33,653,1.93e-70,273
Transcript_10,gi|1208520|emb|X95818.1|,Transcript_10,X95818.1,69.617,678,188,9,205,873,1,669,2.36e-69,269
Transcript_10,gi|26083879|dbj|AK034291.1|,Transcript_10,AK034291.1,71.869,519,135,5,201,714,71,583,2.87e-68,266
Transcript_10,gi|354791346|gb|JN955847.1|,Transcript_10,JN955847.1,82.500,120,21,0,478,597,1055,1174,7.72e-25,122
Transcript_10,gi|354791346|gb|JN955847.1|,Transcript_10,JN955847.1,72.549,102,27,1,613,714,1898,1998,9.41e-05,55.4
Transcript_10,gi|354787527|gb|JN952028.1|,Transcript_10,JN952028.1,82.500,120,21,0,478,597,1055,1174,7.72e-25,122
Transcript_10,gi|354787527|gb|JN952028.1|,Transcript_10,JN952028.1,72.549,102,27,1,613,714,1898,1998,9.41e-05,55.4
Transcript_10,gi|22204392|emb|AL672231.7|,Transcript_10,AL672231.7,82.500,120,21,0,478,597,60921,61040,7.72e-25,122
Transcript_10,gi|22204392|emb|AL672231.7|,Transcript_10,AL672231.7,72.549,102,27,1,613,714,61764,61864,9.41e-05,55.4
Transcript_10,gi|1039763872|ref|XM_006501094.3|,Transcript_10,XM_006501094.3,80.882,68,13,0,799,866,1730,1797,1.82e-07,64.4
Transcript_10,gi|74200475|dbj|AK162663.1|,Transcript_10,AK162663.1,80.882,68,13,0,799,866,858,925,1.82e-07,64.4
Transcript_10,gi|26350538|dbj|AK083422.1|,Transcript_10,AK083422.1,80.882,68,13,0,799,866,875,942,1.82e-07,64.4
Transcript_10,gi|26100693|dbj|AK082471.1|,Transcript_10,AK082471.1,80.882,68,13,0,799,866,844,911,1.82e-07,64.4
Transcript_10,gi|20987985|gb|BC030038.1|,Transcript_10,BC030038.1,80.882,68,13,0,799,866,808,875,1.82e-07,64.4
Transcript_10,gi|6678873|ref|NM_008596.1|;gi|3461887|dbj|AB010140.1|,Transcript_10,NM_008596.1,80.882,68,13,0,799,866,825,892,1.82e-07,64.4
Transcript_10,gi|354792710|gb|JN957211.1|,Transcript_10,JN957211.1,80.328,61,12,0,806,866,27012,27072,2.70e-05,57.2
Transcript_10,gi|60683873|dbj|AB010144.2|,Transcript_10,AB010144.2,80.328,61,12,0,806,866,5737,5797,2.70e-05,57.2
